Var1_1,Var1_2,Var1_3,Var1_4
-64556.3284978052,-11802.3903347268,-1412.72508610554,50.6150125
-64551.7730907528,-11750.0292783542,-1398.09325786096,51.03555018
-64534.1901543248,-11680.8989078517,-1359.09910979776,51.46045236
-64535.9319590827,-11674.5786159884,-1363.10741041962,51.88973383
-64521.4440985104,-11605.9701828042,-1327.78458994523,52.32335633
-64504.3876788548,-11520.643762302,-1292.49606267807,52.76123231
-64485.2923474464,-11445.7812251853,-1256.56672369154,53.20322842
-64466.2271269111,-11375.7112527032,-1235.11198698906,53.64916898
-64449.9554986404,-11267.8228558765,-1186.35696801745,54.09883923
-64440.4926309349,-11228.9118338643,-1169.94770379574,54.55198856
-64421.9297638602,-11128.7583944986,-1129.58617732193,55.00833353
-64393.0205856974,-11023.7623988471,-1078.50712136586,55.46756083
-64370.6543788756,-10940.6896015908,-1043.08169340792,55.92933008
-64490.998845307,-11976.7977104217,-1231.29253622899,56.39327659
-64449.3723285444,-11752.0988872842,-1122.25135656106,56.85901397
-64432.6638127793,-11679.9938934793,-1084.44123264008,57.32613658
-64405.7624482906,-11584.0095457912,-1033.26328827935,57.79422199
-64382.9730239223,-11505.4296233284,-994.546308133149,58.26283325
-64378.9970548477,-11498.3832177366,-994.707976572769,58.73152111
-64361.6984743007,-11435.5623225726,-965.993841278337,59.1998261
-64337.1065379421,-11360.3712770637,-926.555287452693,59.66728058
-64323.8629174005,-11309.493589187,-910.589179791281,60.13341065
-64288.0945064099,-11190.8937312956,-853.649859929901,60.59773795
-64276.0218985353,-11154.0397731201,-841.69319468058,61.05978146
-64249.7680788227,-11074.1910131252,-801.623762620539,61.51905912
-64235.2591506396,-11026.9188053976,-789.943885362991,61.97508943
-64213.0043333227,-10954.1992931284,-754.987423209297,62.42739297
-64179.1600762425,-10851.5743563709,-714.670737612643,62.87549376
-64161.2296359149,-10805.224693582,-690.316093804149,63.31892067
-64155.1085764952,-10832.3644282296,-749.462138437545,63.75720867
-64113.3627361025,-10650.9119713902,-639.173756636929,64.18990002
-64086.7110539749,-10584.5519750256,-612.02115578946,64.61654541
-64063.2155400126,-10518.7792939619,-583.771541768921,65.03670503
-64036.5486289796,-10444.9422375102,-561.921098264444,65.44994954
-64010.2400322639,-10365.0623395259,-538.016303795749,65.85586105
-63994.2681825621,-10322.6581802318,-526.693256832196,66.25403393
-63962.7645159343,-10210.276849173,-491.089852351904,66.64407568
-63947.9170443606,-10168.527086786,-487.990428130205,67.02560763
-63896.1138957671,-10056.218232326,-459.267880194792,67.39826568
-63881.1080924921,-10029.5040931926,-428.388657816463,67.7617009
-63867.2072695868,-10016.8613102311,-419.293907409829,68.11558014
-63843.7831373344,-9981.58080382452,-409.740670738086,68.45958655
-63873.7869539324,-10093.4615780836,-443.00520674477,68.79342008
-63918.7024119755,-10266.0480618866,-503.410688641984,69.1167979
-63886.4235807534,-10191.7253250305,-478.140882930052,69.4294548
-63904.7738292977,-11231.9065866411,-528.407610406502,69.7311435
-63776.8989945606,-10886.9058684686,-394.983939790365,70.02163501
-63765.6030519135,-10832.5818175617,-383.792208516323,70.30071884
-63717.4241159103,-10682.8457360515,-335.37727615196,70.56820322
-63681.7030758261,-10604.0594834648,-309.764890655736,70.82391528
-63637.2805976384,-10525.2249585165,-278.395442283574,71.06770121
-63602.4764503565,-10398.4944751614,-250.851911772013,71.29942632
-63539.7062889608,-10266.8181139204,-200.710877661273,71.51897515
-63482.191569971,-10177.079329423,-161.947193879934,71.72625147
-63424.7937786514,-10085.8084050972,-129.712962902123,71.92117828
-63385.2108406253,-9971.57901246464,-101.205681405968,72.10369781
-63336.4861246644,-9872.23716440286,-62.8581206462972,72.27377141
-63307.8724435208,-9833.61412623621,-54.1705354716369,72.4313795
-63217.0821321156,-9673.78816861854,1.59859615682256,72.57652143
-63151.5400117588,-9531.17213064863,38.4997212884562,72.70921534
-63054.2426130515,-9335.93391422642,91.1398476158188,72.829498
-63002.5781128752,-9238.67741159577,151.502623732076,72.93742458
-62886.8224791962,-9078.48519029866,179.50196675328,73.03306848
-62835.3104363367,-9006.21499534994,196.669827443034,73.11652105
-62693.2626895068,-8753.01923795769,256.094630690418,73.18789136
-62632.8030394162,-8642.81150900376,280.306502356539,73.24730588
-62527.8849249102,-8520.13361440194,322.667226760196,73.29490822
-62409.5972842073,-8277.54346468677,358.849862336443,73.33085881
-62314.3439637148,-8137.87876847285,386.938032556142,73.35533452
-62251.7708637128,-8054.45412612992,410.166202550956,73.36852837
-62106.7283334734,-7826.58677387092,447.800644001476,73.37064911
-62052.582547476,-7702.81122599812,457.465376016115,73.37064911
-61913.8919444292,-7479.983463266,492.221432877306,73.37064911
-61853.4589992844,-7414.89368811031,503.925609484894,73.37064911
-61740.809338312,-7251.21238410381,503.502784723552,73.37064911
-61728.3888313353,-7287.64753687818,539.147630633465,73.37064911
-61605.9993770405,-7054.10717844137,559.577237043377,73.37064911
-62135.5338762096,-9283.02811404046,610.860984842898,73.37064911
-61906.6835696274,-8942.23349732345,601.249541834585,73.37064911
-61775.0046893859,-8645.01542576493,729.21132501561,73.37064911
-61567.4074293824,-8365.86629640624,797.534778901095,73.37064911
-61473.2849460726,-8239.18405877923,830.527262819757,73.37064911
-61336.0575771388,-8042.30297157398,861.455733230954,73.37064911
-61233.3712956358,-7877.17083742475,891.709043250515,73.37064911
-60985.9411852096,-7519.23984779392,945.111604806119,73.37064911
-60917.4858882681,-7469.68598441724,960.733088903793,73.37064911
-60934.5014972649,-7486.01766059096,955.585674440703,73.37064911
-60870.2084549532,-7427.65351437858,966.242741073916,73.37064911
-60735.8360679445,-7224.50922737406,991.144293555552,73.37064911
-60574.9215621377,-7033.7977212824,1021.97180124632,73.37064911
-60398.4296177108,-6806.54322948667,1050.32299157285,73.37064911
-60244.9953474652,-6629.74513421572,1070.8465496458,73.37064911
-60125.2818704665,-6493.15523314333,1101.76422440412,73.37064911
-59954.4551759603,-6343.46641017292,1132.80999380048,73.37064911
-59737.7828535774,-6126.40923264246,1147.5695856498,73.37064911
-59573.5633971752,-5918.29261647481,1155.80010301032,73.37064911
-59305.8125123131,-5609.72533165097,1188.50335262149,73.37064911
-59161.3010466244,-5480.18281571781,1213.29768544863,73.37064911
-58914.4002605417,-5229.66653678546,1221.18563132528,73.37064911
-58748.0936920423,-5061.67385831989,1202.28120369531,73.37064911
-58517.9019748769,-4782.03985877654,1261.37821534404,73.37064911
-58235.0602023231,-4415.09582380104,1259.73971172692,73.37064911
-57905.3830622251,-4094.54565745,1274.66972361643,73.37064911
-57806.865525722,-3989.92324195624,1322.11209876556,73.37064911
-57378.9159668975,-3533.66877130856,1272.39461016561,73.37064911
-57279.0614542875,-3472.54284228046,1281.13053692191,73.37064911
-56812.4243190443,-2997.07795732547,1271.22848293324,73.37064911
-56313.1236218338,-2467.34608162952,1251.74894604799,73.37064911
-56072.6389123144,-2255.80137112633,1259.99335167822,73.37064911
-60677.1178039414,-7971.94330080626,1235.44157955275,73.37064911
-59664.1548290397,-6682.53831306411,1412.51525204536,73.37064911
-59103.9936936423,-6018.22145640041,1471.97229155445,73.37064911
-58699.8482742066,-5585.85511829441,1517.40482292937,73.37064911
-58466.1920769801,-5281.0938705275,1514.310900595,73.37064911
-58111.2979804685,-4909.79504570238,1534.06895801771,73.37064911
-57963.8266249085,-4809.93843262873,1548.63741484115,73.37064911
-57694.4610564621,-4520.30429047732,1553.22857319194,73.37064911
-57433.7600500867,-4311.26998933943,1578.61627678922,73.37064911
-57063.4924808672,-3986.43971475597,1590.86983711329,73.37064911
-57160.3401856682,-4130.95645289662,1616.40754153918,73.37064911
-56639.7627727197,-3681.40330168515,1635.72164786362,73.37064911
-56354.8395235287,-3438.22614554262,1638.36907468488,73.37064911
-55986.9900792593,-3155.08299220601,1646.55572391068,73.37064911
-55603.6621520994,-2895.79086046122,1654.3197803504,73.37064911
-54994.1371116892,-2431.54967223638,1680.98708448585,73.37064911
-54629.8878192541,-2178.3013068085,1681.53524335345,73.37064911
-53965.1644437443,-1630.29438273396,1673.90118228603,73.37064911
-53531.6732687337,-1264.0871214253,1648.33455839355,73.37064911
-52833.795992886,-713.883027280222,1627.20932816755,73.37064911
-52318.6285226096,-345.292504842008,1620.80658145672,73.37064911
-51826.7244097226,104.906830621476,1582.81863687162,73.37064911
-51316.0653842492,284.211420433848,1610.27817270782,73.37064911
-51634.3205474953,-39.5286476583518,1674.71415013848,73.37064911
-51077.3744928202,318.410880508166,1679.16641257677,73.37064911
-50297.2523326093,862.733078189092,1641.64222455849,73.37064911
-49613.1063777753,1282.11845397908,1621.51260631128,73.37064911
-49481.0046382078,1457.57258095162,1586.78070536378,73.37064911
-49267.1073731646,1434.46298894295,1632.62411197798,73.37064911
-49005.8775420628,1625.71164054015,1620.431935343,73.37064911
-48567.6509455364,1823.74286579088,1634.13042399693,73.37064911
-48248.3484427308,1858.84779254737,1683.76280943173,73.37064911
-47330.154707464,-768.943997447817,2696.81692441664,73.37064911
-46238.4002179618,273.898721247999,2512.13805583861,73.37064911
-45734.4277743124,580.822980870312,2491.21421878004,73.37064911
-43858.4815180253,1742.40771030095,2356.44584540718,73.37064911
-42750.6155400096,2394.10535659593,2289.86780440202,73.37064911
-42220.8209833936,2691.03852648577,2368.84703384742,73.37064911
-41946.1743574913,2760.27294307397,2260.66107538242,73.37064911
-41968.0942410234,2596.90226365698,2325.10315248332,73.37064911
-41642.6704023412,2660.72629447992,2341.21845416731,73.37064911
-41034.2660786807,3016.49076720041,2346.72280641764,73.37064911
-39706.0808412262,3589.95844959536,2246.17614395554,73.37064911
-39119.8032928703,3905.73483007986,2196.80250199811,73.37064911
-38813.6268549083,3803.52564879628,2263.13196484228,73.37064911
-37684.8448863672,4269.73506894522,2224.41740417904,73.37064911
-37192.5165226149,4352.8083460961,2245.77670482428,73.37064911
-36377.3479543834,4800.79303165028,2175.27260329471,73.64185798
-35724.8178252009,5345.87343187011,2068.80369854227,74.1225351
-34338.5032730971,5912.54344406741,1795.93919438502,74.62089458
-34490.2363158036,5963.02191759451,1978.71056749259,75.13693109
-32760.395407163,6734.58170803851,1872.08526030628,75.67062738
-31904.400741095,7088.63892963032,1824.06347501462,76.22195434
-30651.7323118031,7461.5516677181,1715.17584753424,76.7908711
-30012.2193801393,7598.62452442601,1787.22624282189,77.37732509
-28243.7112368434,8496.99935490418,1614.84647356423,77.98125215
-27355.9586972706,8707.17482716004,1612.50477401144,78.60257656
-26116.269646222,9242.51580939013,1459.71113968136,79.24121136
-25726.8623798003,9570.52900329563,1441.14136684713,79.89705806
-23760.9924045497,10583.4556132829,1222.15247957949,80.57000716
-22111.140101548,11365.8843967135,1014.47440540904,81.25993816
-19684.2111409041,12573.0941826939,731.641521766085,81.96671956
-16936.3825133007,14029.2514504089,347.262074032296,82.69020906
-14899.1057831332,14688.8275306393,215.147693568521,83.43025376
-22882.3847428649,7951.6134193545,2494.26795895512,84.18669056
-20707.6923447595,9155.51778382106,2045.45389083047,84.95934556
-18818.6776565298,9899.74570052344,1897.23944115705,85.74803526
-16141.7452385143,10624.4301050784,1782.69843765058,86.55256586
-16074.052321373,10421.5342954031,1883.27067340135,87.37273376
-15574.842381894,10261.1446140974,1988.43383069333,88.20832606
-14302.5973098517,10618.591662731,1919.73718662402,89.05912016
-12404.397113612,10891.7083843688,1953.1972453878,89.92488446
-11702.8579304343,10794.2716060533,2028.87597173342,90.80537816
-10093.0353057089,10947.7366666577,2059.07921252804,91.70035176
-9265.34227051426,11033.848864608,2085.20585929906,92.60954726
-7760.3899006713,11523.9850687303,1977.72891013051,93.53269816
-5899.09606112934,11951.6627650996,1898.96083542729,94.46952976
-4879.43119308855,12668.7281329609,1675.98097233904,95.41975966
-4279.85356488127,13122.9510292812,1538.65301518852,96.38309756
-1883.92450819611,14189.3738394725,1241.18285349941,97.35924566
-932.085141106591,14860.5429632105,1022.40417962986,98.34789906
660.607271428488,15683.5426479435,782.200810781556,99.34874586
1270.8301935492,15992.3634306581,687.974043151796,100.36146736
2464.06371607885,16707.9916292302,473.523694134832,101.38573836
3690.27272731435,17333.559917658,265.974005811564,102.42122736
5473.74259236459,17837.8956229641,182.550349881063,103.46759686
7103.30204879505,18485.1797026759,-1.02236583910862,104.52450376
9304.61889080516,19005.13140108,-92.4803581606098,105.59159926
9062.54565381605,18719.439501537,57.8327269126416,106.66852956
12222.475519835,19610.0943853345,-306.363537502976,107.75493556
13064.6510118914,19578.1383560772,-145.051400840139,108.85045366
14938.1030026451,19899.5819103205,-179.393001568616,109.95471596
18915.9152918207,21244.1796292601,-587.173083313293,111.06734996
24413.1131286458,23115.4671640624,-1194.54323154653,112.18797956
27498.4401218769,24203.4834773939,-1567.15134478963,113.31622496
30260.5063724384,25298.8536184082,-1947.71380981698,114.45170296
22630.2733329413,18449.4226817386,761.557510496191,115.59402716
28772.8463996085,21746.3249721832,-452.241200560153,116.74280846
33504.7864125975,23429.9027037774,-1044.42269934251,117.89765506
37602.402716758,24778.9334596029,-1513.7556710631,119.05817296
43913.229106963,26899.2404557773,-2276.96049762362,120.22396596
55609.5402181378,30578.355343098,-3663.11519279129,121.39463646
67093.0858250153,34260.904153147,-5117.30454388136,122.56978486
72814.4722582668,35594.7933061021,-5650.67091694418,123.74901076
67141.0502350743,33073.4975993725,-4338.49754337826,124.93191266
73023.8593198135,34481.5288653209,-5169.88741722509,126.11808826
65698.6981185497,30959.2179051119,-3691.16671484459,127.30713496
66520.2173979798,30952.5794576094,-3667.30588950067,128.49864996
71290.5229865978,31571.15132666,-4079.26090081656,129.69223066
72417.8144678266,31566.6008915995,-3855.94098797796,130.88747466
70179.4604979677,30006.0776294777,-3197.75140796469,132.08398036
74972.6029624119,31062.5977454875,-3586.96671384177,133.28134696
78470.2488628606,31846.3054915093,-3862.7510111635,134.47917476
80820.7961455612,32415.2539843443,-4097.58237451688,135.67706546
84704.8298306637,33719.9007827953,-4604.67379539514,136.87462266
91901.9676438473,36056.3197225871,-5550.48172134514,138.07145146
91932.8670746535,36000.5420314246,-5500.46972305305,139.26715936
92037.9185691571,36220.5022405949,-5582.74820035853,140.46135626
90650.8634325932,35593.8671522149,-5309.82892577661,141.65365456
94617.4507891461,36786.5741423979,-5762.85713897777,142.84366966
94129.6997164725,36842.5790032182,-5830.18060747408,144.03101996
91943.3895118837,36017.0312013221,-5431.84872001746,145.21532726
89902.7754151466,35000.8775797184,-4987.55091432758,146.39621696
94345.1491824674,35625.2861310513,-5627.41943755293,147.57331806
92297.7981736457,35170.3196030207,-5021.54237199429,148.74626386
102135.323441077,38097.6367278067,-6250.4022031227,149.91469156
103241.039421931,38069.0731527976,-6197.58796474695,151.07824316
98846.7184048872,36624.9392248309,-5562.01690105008,152.23656506
80853.8940970443,22013.315314383,688.168317095395,153.38930856
86551.7558666964,24083.3013427308,-145.305439133605,154.53613016
91502.4910978924,25398.2690980524,-655.273037558807,155.67669126
99536.1606969046,27039.4483701092,-1291.60001522392,156.81065916
99906.8589040877,27241.5120844341,-1122.84255864753,157.93770646
111456.259071925,29874.6397127645,-2423.73585768317,159.05751166
116823.135172697,31050.5242011998,-2909.64282863551,160.16975936
128249.363116897,33262.4348794715,-3857.99885955278,161.27414026
138076.187543568,35345.5653198315,-4832.82106127737,162.37035126
131022.150758949,33494.7689587785,-3823.43392323422,163.45809596
127929.494865657,32674.0478586891,-3424.33537700401,164.53708446
121156.295417278,31380.7112013398,-2913.50350623199,165.60703386
108869.766863104,28208.2106170549,-1588.13480895481,166.66766796
107558.469043752,27635.2289873218,-1295.99163104378,167.71871776
112861.587617616,28968.0555949249,-1841.56340752614,168.75992166
115919.811032941,29588.4187999021,-2037.86858082889,169.79102526
117185.312220666,29377.1398987096,-1906.35528699997,170.81178156
113958.396539069,28599.5041477073,-1415.84917224009,171.82195136
108418.270121566,26433.9857986715,-451.664090301973,172.82130306
90461.0470059107,22719.043566651,939.70586717375,173.80961296
61552.3880685778,16207.7705398675,3237.81357941962,174.78666526
46465.0428835451,12478.8451847847,4469.56778227383,175.75225226
38488.6633215732,10952.9335925637,4883.03741521459,176.70617436
39498.158876982,10985.2035803037,4910.60585436941,177.64823996
41639.3175803514,11385.2363017331,4834.19006434077,178.57826616
44182.4510377026,11817.4725364907,4742.89674270643,179.49607796
47674.8969793662,12565.7844150184,4533.4649105909,180.40150916
-65048.7655515472,-14520.7472848406,-4343.8160318508,0
-64971.032423346,-14029.4828210247,-3529.47116018077,0
-64928.4374671047,-13820.5937197921,-3208.22786144701,0.129025550000001
-64888.5203500322,-13795.6911734298,-3089.5854517875,0.451839079999999
-64880.0892703265,-13744.5035128457,-3018.03276617236,0.896730949999998
-64870.029277351,-13687.082168174,-2938.20588807836,1.45373075
-64866.9882236662,-13653.7107287498,-2898.37278818612,2.11332975
-64908.0113845189,-13673.8954180687,-2993.82191727793,2.8664663
-64910.1744895893,-13671.0317655067,-2998.10514170243,3.7045116
-64897.6001022431,-13607.3087155419,-2914.49110393516,4.61925575
-64885.200905837,-13535.9839928468,-2826.70374463938,5.60289414
-64686.8942837512,-13400.5691741564,-2378.55838807678,6.64801414999999
-64496.0139344414,-13151.0674541665,-1920.57968978376,7.74758217
-64280.4824347233,-12943.4143757857,-1529.03550821336,8.89493089
-64033.4272037916,-12766.7233189429,-1177.8498489535,10.08374692
-63709.7495573771,-12577.7153949162,-802.486268197877,11.30805872
-63349.6987158671,-12420.6578209789,-468.84645792365,12.56222474
-62916.7566287406,-12263.476948313,-127.015649725612,13.84092193
-62403.8715914582,-12085.9129614283,235.579155520601,15.13913449
-64879.6170698019,-13688.608183781,-2874.00450314101,16.4521429
-64825.4165850436,-13522.8445072057,-2614.30992719398,17.7755132
-64810.4997111531,-13468.769653696,-2538.04132465768,19.10508656
-64791.2481666967,-13417.7760729588,-2462.93088611511,20.43696913
-64767.8009555794,-13347.2401117295,-2362.76843685519,21.76752207
-64747.7863208926,-13278.2779834683,-2270.80059245956,23.0933519
-64745.4829494845,-13273.764434824,-2268.29051963715,24.41130111
-64735.1586647604,-13243.1799015516,-2227.48534856852,25.71843893
-64721.3020281074,-13209.9319601939,-2181.9923879182,27.01205238
-64704.5324038703,-13156.4845106774,-2114.03310860916,28.28963762
-64692.765961857,-13131.2578318541,-2081.09188178743,29.54889143
-64692.5017051844,-13130.4304900446,-2079.74148581176,30.78770293
-64640.5638994785,-12573.4535040966,-1787.25662229181,32.00414563
-64719.0727659182,-12826.7816721594,-2050.77342267309,33.1964695
-64728.6790260334,-12848.1197207566,-2080.29829553288,34.36309349
-64715.1709931913,-12800.7967985553,-2037.42491855336,35.50259803
-64698.4304196539,-12726.344704012,-1975.49100642993,36.61371793
-64700.6033876863,-12717.5616440094,-1972.62294542579,37.69533531
-64690.8418815787,-12671.5354513917,-1936.45807369765,38.7464729
-64687.6714524995,-12643.5329536506,-1920.84561112816,39.76628739
-64675.9955065735,-12575.6594549841,-1874.17986677217,40.75406303
-64672.3075357502,-12555.4970399372,-1860.9058371132,41.70920543
-64663.6131929796,-12513.8237457084,-1829.07197430913,42.63123553
-64647.0231431764,-12438.6434829966,-1775.49051172564,43.51978373
-64639.7946115537,-12415.1185921412,-1755.5836231261,44.37458423
-64633.3420018891,-12372.9572107226,-1730.18806997343,45.19546949
-64618.0094933637,-12296.6501926319,-1679.55531087803,45.98236496
-64615.3590984583,-12278.2297404264,-1672.44441608934,46.73528383
-64608.1513583907,-12236.6790971201,-1647.13375782381,47.45432208
-64603.0645699537,-12210.0580199093,-1635.13078107183,48.13965361
-64589.0203485489,-12140.4806578883,-1591.48879091086,48.79152556
-64585.9297540837,-12107.6254101958,-1579.6318443965,49.41025374
-64575.5696699384,-12058.4202528396,-1547.47968381662,49.99621826
-64558.1064154839,-11973.271555804,-1502.29925051311,50.54985931
-64549.1735855392,-11945.1839504759,-1481.92322153403,51.07167299
-64552.1824236774,-11936.8183985542,-1485.41685304368,51.56220742
-64534.8934161936,-11851.6731776437,-1439.33512507285,52.02205887
-64533.625861787,-11843.3714460121,-1439.26068156149,52.45186811
-64517.9418581936,-11781.8133680148,-1401.32689075177,52.85231679
-64507.653872066,-11713.5216893359,-1376.81636071955,53.22412408
-64482.4752908352,-11626.7794504308,-1319.75751422759,53.56804332
-64485.7047725243,-11626.7630748622,-1327.80658655639,53.88485885
-64473.5809034396,-11578.9968350071,-1305.75742598873,54.17538294
-64468.3639821453,-11556.5925230514,-1296.03700455814,54.44045285
-64562.5408742009,-12247.9858911892,-1496.37899961102,54.68092803
-64545.7909553096,-12163.1109492602,-1460.53965683384,54.89768734
-64540.9973974946,-12142.136103827,-1454.84278063201,55.0916265
-64540.7679647157,-12132.3058278503,-1456.6009332645,55.26365554
-64522.2469704907,-12062.3613320852,-1409.66783031946,55.41469645
-64508.6774289772,-11999.2232230238,-1373.82454434559,55.54568083
-64488.6389719962,-11933.3420405448,-1330.45670288877,55.65754775
-64476.1354473448,-11875.8717115213,-1300.80276162313,55.75124159
-64456.3175485056,-11801.4431708176,-1257.05943876054,55.82771008
-64444.8709301282,-11756.0398845734,-1236.29042482937,55.88790239
-64422.7362596184,-11682.5970892237,-1193.91297791643,55.93276724
-64410.2968167717,-11617.9721207591,-1168.81027856714,55.96325126
-64383.4242786407,-11552.7842047928,-1123.76011936046,55.98029726
-64378.3073129933,-11527.2773396222,-1117.45960156327,55.9848427
-64361.3526533115,-11462.2074012125,-1083.79998856583,55.9848427
-64343.1945877444,-11400.6003113708,-1056.05759064228,55.9848427
-64322.8096979453,-11334.6735935015,-1021.06180886191,55.9848427
-64310.9905689837,-11323.2484789644,-1010.64571376037,55.9848427
-64291.4714660126,-11257.8750421066,-978.53876179151,55.9848427
-64278.5632946677,-11215.5464853359,-962.74918393768,55.9848427
-64252.3335056256,-11137.2906975685,-920.751697892441,55.9848427
-64231.3326445288,-11090.9543462928,-897.555036244033,55.9848427
-64215.1691191097,-11039.5696756415,-875.181393847,55.9848427
-64196.533376612,-10973.5084782622,-850.561991525366,55.9848427
-64175.5465582077,-10913.4608847363,-817.634914461454,55.9848427
-64158.0367105013,-10873.1027245793,-801.438224335038,55.9848427
-64134.5088129154,-10806.6855848654,-770.316888099363,55.9848427
-64116.2029676354,-10752.1478435717,-751.041173368322,55.9848427
-64094.4283884927,-10694.2538077177,-723.88376593978,55.9848427
-64064.4252530755,-10603.7458195163,-690.820922474888,55.9848427
-64023.5247533955,-10505.284570464,-644.773703962077,55.9848427
-64003.9479786205,-10474.5553293568,-626.232458304297,55.9848427
-63967.6242234225,-11089.0079371761,-541.462434678711,55.9848427
-63907.5244819685,-10923.5708254517,-512.785772896117,55.9848427
-63877.049508858,-10847.052606851,-478.594562337003,55.9848427
-63854.4099652894,-10786.5612871973,-459.911001777851,55.9848427
-63822.0753841652,-10693.2273481259,-422.831251011419,55.9848427
-63788.4361665469,-10598.4182618373,-388.697698236485,55.9848427
-63755.655662853,-10522.8642339984,-363.772608226284,55.9848427
-63719.1326427397,-10430.9704347012,-330.60676771789,55.9848427
-63677.5376559589,-10352.1653792248,-295.802937210523,55.9848427
-63653.1665403626,-10294.8569552663,-275.955831568581,55.9848427
-63617.5736071158,-10205.6183785198,-244.377615058576,55.9848427
-63574.380432399,-10117.2427183904,-214.419099736759,55.9848427
-63546.1872800229,-10044.9685871432,-190.900245121526,55.9848427
-63530.5316563056,-9994.39555156215,-179.381918506935,55.9848427
-63485.1790243895,-9939.70993958959,-152.379361745882,55.9848427
-63445.6857625386,-9851.36888397093,-123.941448040108,55.9848427
-63369.0696039773,-9712.25232430955,-71.3673654673207,55.9848427
-63341.5907316539,-9641.52193906545,-51.9388150323875,55.9848427
-63289.6818252384,-9545.99828803967,-18.3085875412659,55.9848427
-63259.0788459165,-9488.97679480242,-6.16009402920494,55.9848427
-63197.6971824317,-9356.18648410886,37.2429297577001,55.9848427
-63153.089522169,-9285.47301739609,53.8451771832585,55.9848427
-63141.8208512399,-9235.07580212755,62.1486617108804,55.9848427
-63057.4294081287,-9104.03426071551,106.563320914601,55.9848427
-63001.265039048,-8980.7306324954,137.788637565243,55.9848427
-62975.5912325971,-8958.64651826401,145.880358510394,55.9848427
-62893.1254797089,-8819.92148095723,185.232427154919,55.9848427
-62877.1369013221,-8818.02794471072,193.248521328951,55.9848427
-62854.822088111,-8775.45687590632,206.148605324494,55.9848427
-62786.6499438681,-8687.47793167353,240.798094187905,56.01936418
-62730.1950500804,-8626.61016432462,266.755736248123,56.21178888
-62663.2228086338,-8515.19871585387,299.290986040419,56.41539403
